relation	p	s	o
taxongroup	wo:phylum	Furcifer_labordi#species	Chordate#phylum
taxongroup	wo:suborder	Furcifer_labordi#species	Lizard#suborder
taxongroup	wo:family	Galanthus_nivalis#species	Alliaceae#family
taxongroup	wo:class	Galanthus_nivalis#species	Monocotyledon#class
taxongroup	wo:kingdom	Galanthus_nivalis#species	Plant#kingdom
taxongroup	wo:order	Galanthus_nivalis#species	Asparagales#order
taxongroup	wo:phylum	Galanthus_nivalis#species	Flowering_plant#phylum
taxongroup	wo:genus	Gal_pagos_Fur_Seal#species	Arctocephalus#genus
taxongroup	wo:class	Gal_pagos_Fur_Seal#species	Mammal#class
taxongroup	wo:family	Gal_pagos_Fur_Seal#species	Eared_seal#family
taxongroup	wo:kingdom	Gal_pagos_Fur_Seal#species	Animal#kingdom
taxongroup	wo:order	Gal_pagos_Fur_Seal#species	Carnivora#order
taxongroup	wo:phylum	Gal_pagos_Fur_Seal#species	Chordate#phylum
taxongroup	wo:superfamily	Gal_pagos_Fur_Seal#species	Pinniped#superfamily
taxongroup	wo:family	Gal_pagos_Land_Iguana#species	Iguanidae#family
taxongroup	wo:class	Gal_pagos_Land_Iguana#species	Reptile#class
taxongroup	wo:genus	Gal_pagos_Land_Iguana#species	Conolophus#genus
taxongroup	wo:kingdom	Gal_pagos_Land_Iguana#species	Animal#kingdom
taxongroup	wo:order	Gal_pagos_Land_Iguana#species	Squamata#order
taxongroup	wo:phylum	Gal_pagos_Land_Iguana#species	Chordate#phylum
taxongroup	wo:suborder	Gal_pagos_Land_Iguana#species	Lizard#suborder
taxongroup	wo:family	Gal_pagos_Petrel#species	Procellariidae#family
taxongroup	wo:class	Gal_pagos_Petrel#species	Bird#class
taxongroup	wo:genus	Gal_pagos_Petrel#species	Gadfly_petrel#genus
taxongroup	wo:kingdom	Gal_pagos_Petrel#species	Animal#kingdom
taxongroup	wo:order	Gal_pagos_Petrel#species	Procellariiformes#order
taxongroup	wo:phylum	Gal_pagos_Petrel#species	Chordate#phylum
taxongroup	wo:family	Gal_pagos_tortoise#species	Tortoise#family
taxongroup	wo:class	Gal_pagos_tortoise#species	Reptile#class
taxongroup	wo:genus	Gal_pagos_tortoise#species	Geochelone#genus
taxongroup	wo:kingdom	Gal_pagos_tortoise#species	Animal#kingdom
taxongroup	wo:order	Gal_pagos_tortoise#species	Turtle#order
taxongroup	wo:phylum	Gal_pagos_tortoise#species	Chordate#phylum
taxongroup	wo:class	Galliformes#order	Bird#class
taxongroup	wo:kingdom	Galliformes#order	Animal#kingdom
taxongroup	wo:phylum	Galliformes#order	Chordate#phylum
taxongroup	wo:class	Gannet#genus	Bird#class
taxongroup	wo:family	Gannet#genus	Sulidae#family
taxongroup	wo:kingdom	Gannet#genus	Animal#kingdom
taxongroup	wo:order	Gannet#genus	Pelecaniformes#order
taxongroup	wo:phylum	Gannet#genus	Chordate#phylum
taxongroup	wo:genus	Garden_Warbler#species	Typical_warbler#genus
taxongroup	wo:class	Garden_Warbler#species	Bird#class
taxongroup	wo:family	Garden_Warbler#species	Sylviidae#family
taxongroup	wo:kingdom	Garden_Warbler#species	Animal#kingdom
taxongroup	wo:order	Garden_Warbler#species	Passerine#order
taxongroup	wo:phylum	Garden_Warbler#species	Chordate#phylum
taxongroup	wo:class	Gastornis#genus	Bird#class
taxongroup	wo:kingdom	Gastropoda#class	Animal#kingdom
taxongroup	wo:phylum	Gastropoda#class	Mollusca#phylum
taxongroup	wo:family	Gatekeeper_Butterfly#species	Nymphalidae#family
taxongroup	wo:class	Gatekeeper_Butterfly#species	Insect#class
taxongroup	wo:genus	Gatekeeper_Butterfly#species	Pyronia#genus
taxongroup	wo:kingdom	Gatekeeper_Butterfly#species	Animal#kingdom
taxongroup	wo:order	Gatekeeper_Butterfly#species	Lepidoptera#order
taxongroup	wo:phylum	Gatekeeper_Butterfly#species	Arthropod#phylum
taxongroup	wo:class	Gecko#family	Reptile#class
taxongroup	wo:kingdom	Gecko#family	Animal#kingdom
taxongroup	wo:order	Gecko#family	Squamata#order
taxongroup	wo:phylum	Gecko#family	Chordate#phylum
taxongroup	wo:suborder	Gecko#family	Lizard#suborder
taxongroup	wo:genus	Gees_Golden_Langur#species	Lutung#genus
taxongroup	wo:class	Gees_Golden_Langur#species	Mammal#class
taxongroup	wo:family	Gees_Golden_Langur#species	Old_World_monkey#family
taxongroup	wo:kingdom	Gees_Golden_Langur#species	Animal#kingdom
taxongroup	wo:order	Gees_Golden_Langur#species	Primate#order
taxongroup	wo:phylum	Gees_Golden_Langur#species	Chordate#phylum
taxongroup	wo:family	Gelada#species	Old_World_monkey#family
taxongroup	wo:class	Gelada#species	Mammal#class
taxongroup	wo:kingdom	Gelada#species	Animal#kingdom
taxongroup	wo:order	Gelada#species	Primate#order
taxongroup	wo:phylum	Gelada#species	Chordate#phylum
taxongroup	wo:genus	Gentoo_Penguin#species	Pygoscelis#genus
taxongroup	wo:class	Gentoo_Penguin#species	Bird#class
taxongroup	wo:family	Gentoo_Penguin#species	Penguin#family
taxongroup	wo:kingdom	Gentoo_Penguin#species	Animal#kingdom
taxongroup	wo:phylum	Gentoo_Penguin#species	Chordate#phylum
taxongroup	wo:order	Gharial#species	Crocodilia#order
taxongroup	wo:class	Gharial#species	Reptile#class
taxongroup	wo:family	Gharial#species	Gavialidae#family
taxongroup	wo:genus	Gharial#species	Gavialis#genus
taxongroup	wo:kingdom	Gharial#species	Animal#kingdom
taxongroup	wo:phylum	Gharial#species	Chordate#phylum
taxongroup	wo:order	Giant_Anteater#species	Pilosa#order
taxongroup	wo:class	Giant_Anteater#species	Mammal#class
taxongroup	wo:family	Giant_Anteater#species	Myrmecophagidae#family
taxongroup	wo:kingdom	Giant_Anteater#species	Animal#kingdom
taxongroup	wo:phylum	Giant_Anteater#species	Chordate#phylum
taxongroup	wo:family	Giant_Otter#species	Mustelidae#family
taxongroup	wo:class	Giant_Otter#species	Mammal#class
taxongroup	wo:kingdom	Giant_Otter#species	Animal#kingdom
taxongroup	wo:order	Giant_Otter#species	Carnivora#order
taxongroup	wo:phylum	Giant_Otter#species	Chordate#phylum
taxongroup	wo:family	Giant_Panda#species	Bear#family
taxongroup	wo:class	Giant_Panda#species	Mammal#class
taxongroup	wo:genus	Giant_Panda#species	Ailuropoda#genus
taxongroup	wo:kingdom	Giant_Panda#species	Animal#kingdom
taxongroup	wo:order	Giant_Panda#species	Carnivora#order
taxongroup	wo:phylum	Giant_Panda#species	Chordate#phylum
taxongroup	wo:order	Giant_tube_worm#species	Canalipalpata#order
taxongroup	wo:class	Giant_tube_worm#species	Polychaete#class
taxongroup	wo:kingdom	Giant_tube_worm#species	Animal#kingdom
taxongroup	wo:phylum	Giant_tube_worm#species	Annelid#phylum
taxongroup	wo:class	Giant_weta#genus	Insect#class
taxongroup	wo:family	Giant_weta#genus	Anostostomatidae#family
taxongroup	wo:kingdom	Giant_weta#genus	Animal#kingdom
taxongroup	wo:order	Giant_weta#genus	Orthoptera#order
taxongroup	wo:phylum	Giant_weta#genus	Arthropod#phylum
taxongroup	wo:class	Gibbon#family	Mammal#class
taxongroup	wo:kingdom	Gibbon#family	Animal#kingdom
taxongroup	wo:order	Gibbon#family	Primate#order
taxongroup	wo:phylum	Gibbon#family	Chordate#phylum
taxongroup	wo:class	Gigantoraptor#genus	Reptile#class
taxongroup	wo:family	Gigantoraptor#genus	Oviraptoridae#family
taxongroup	wo:kingdom	Gigantoraptor#genus	Animal#kingdom
taxongroup	wo:order	Gigantoraptor#genus	Saurischia#order
taxongroup	wo:phylum	Gigantoraptor#genus	Chordate#phylum
taxongroup	wo:suborder	Gigantoraptor#genus	Theropoda#suborder
taxongroup	wo:superorder	Gigantoraptor#genus	Dinosaur#superorder
taxongroup	wo:family	Giraffe#species	Giraffidae#family
taxongroup	wo:order	Giraffe#species	Even-toed_ungulate#order
taxongroup	wo:class	Giraffe#species	Mammal#class
taxongroup	wo:kingdom	Giraffe#species	Animal#kingdom
taxongroup	wo:phylum	Giraffe#species	Chordate#phylum
taxongroup	wo:superorder	Giraffe#species	Cetartiodactyla#superorder
taxongroup	wo:order	Giraffe_weevil#species	Beetle#order
taxongroup	wo:class	Giraffe_weevil#species	Insect#class
taxongroup	wo:family	Giraffe_weevil#species	Attelabidae#family
taxongroup	wo:genus	Giraffe_weevil#species	Trachelophorus#genus
taxongroup	wo:kingdom	Giraffe_weevil#species	Animal#kingdom
taxongroup	wo:phylum	Giraffe_weevil#species	Arthropod#phylum
taxongroup	wo:class	Giraffidae#family	Mammal#class
taxongroup	wo:kingdom	Giraffidae#family	Animal#kingdom
taxongroup	wo:order	Giraffidae#family	Even-toed_ungulate#order
taxongroup	wo:phylum	Giraffidae#family	Chordate#phylum
taxongroup	wo:superorder	Giraffidae#family	Cetartiodactyla#superorder
taxongroup	wo:class	Glyptodontidae#family	Mammal#class
taxongroup	wo:kingdom	Glyptodontidae#family	Animal#kingdom
taxongroup	wo:order	Glyptodontidae#family	Armadillo#order
taxongroup	wo:phylum	Glyptodontidae#family	Chordate#phylum
taxongroup	wo:class	Goby#family	Actinopterygii#class
taxongroup	wo:kingdom	Goby#family	Animal#kingdom
taxongroup	wo:order	Goby#family	Perciformes#order
taxongroup	wo:phylum	Goby#family	Chordate#phylum
taxongroup	wo:superclass	Goby#family	Osteichthyes#superclass
taxongroup	wo:order	Goldcrest#species	Passerine#order
taxongroup	wo:class	Goldcrest#species	Bird#class
taxongroup	wo:family	Goldcrest#species	Regulidae#family
taxongroup	wo:genus	Goldcrest#species	Kinglet#genus
taxongroup	wo:kingdom	Goldcrest#species	Animal#kingdom
taxongroup	wo:phylum	Goldcrest#species	Chordate#phylum
taxongroup	wo:family	Golden_Eagle#species	Accipitridae#family
taxongroup	wo:class	Golden_Eagle#species	Bird#class
taxongroup	wo:genus	Golden_Eagle#species	Aquila_genus#genus
taxongroup	wo:kingdom	Golden_Eagle#species	Animal#kingdom
taxongroup	wo:order	Golden_Eagle#species	Falconiformes#order
taxongroup	wo:phylum	Golden_Eagle#species	Chordate#phylum
taxongroup	wo:genus	Golden_Snub-nosed_Monkey#species	Snub-nosed_monkey#genus
taxongroup	wo:class	Golden_Snub-nosed_Monkey#species	Mammal#class
taxongroup	wo:family	Golden_Snub-nosed_Monkey#species	Old_World_monkey#family
taxongroup	wo:kingdom	Golden_Snub-nosed_Monkey#species	Animal#kingdom
taxongroup	wo:order	Golden_Snub-nosed_Monkey#species	Primate#order
taxongroup	wo:phylum	Golden_Snub-nosed_Monkey#species	Chordate#phylum
taxongroup	wo:family	Goliath_birdeater#species	Tarantula#family
taxongroup	wo:order	Goliath_birdeater#species	Spider#order
taxongroup	wo:class	Goliath_birdeater#species	Arachnid#class
taxongroup	wo:genus	Goliath_birdeater#species	Theraphosa#genus
taxongroup	wo:kingdom	Goliath_birdeater#species	Animal#kingdom
taxongroup	wo:phylum	Goliath_birdeater#species	Arthropod#phylum
taxongroup	wo:family	Gonepteryx_rhamni#species	Pieridae#family
taxongroup	wo:class	Gonepteryx_rhamni#species	Insect#class
taxongroup	wo:genus	Gonepteryx_rhamni#species	Gonepteryx#genus
taxongroup	wo:kingdom	Gonepteryx_rhamni#species	Animal#kingdom
taxongroup	wo:order	Gonepteryx_rhamni#species	Lepidoptera#order
taxongroup	wo:phylum	Gonepteryx_rhamni#species	Arthropod#phylum
taxongroup	wo:class	Goose_barnacle#order	Maxillopoda#class
taxongroup	wo:kingdom	Goose_barnacle#order	Animal#kingdom
taxongroup	wo:phylum	Goose_barnacle#order	Arthropod#phylum
taxongroup	wo:family	Gopherus_polyphemus#species	Tortoise#family
taxongroup	wo:class	Gopherus_polyphemus#species	Reptile#class
taxongroup	wo:genus	Gopherus_polyphemus#species	Gopherus#genus
taxongroup	wo:kingdom	Gopherus_polyphemus#species	Animal#kingdom
taxongroup	wo:order	Gopherus_polyphemus#species	Turtle#order
taxongroup	wo:phylum	Gopherus_polyphemus#species	Chordate#phylum
taxongroup	wo:family	Gorilla#genus	Hominidae#family
taxongroup	wo:class	Gorilla#genus	Mammal#class
taxongroup	wo:kingdom	Gorilla#genus	Animal#kingdom
taxongroup	wo:order	Gorilla#genus	Primate#order
taxongroup	wo:phylum	Gorilla#genus	Chordate#phylum
taxongroup	wo:family	Grandidiers_Mongoose#species	Eupleridae#family
taxongroup	wo:class	Grandidiers_Mongoose#species	Mammal#class
taxongroup	wo:genus	Grandidiers_Mongoose#species	Galidictis#genus
taxongroup	wo:kingdom	Grandidiers_Mongoose#species	Animal#kingdom
taxongroup	wo:order	Grandidiers_Mongoose#species	Carnivora#order
taxongroup	wo:phylum	Grandidiers_Mongoose#species	Chordate#phylum
taxongroup	wo:family	Grants_gazelle#species	Bovid#family
taxongroup	wo:class	Grants_gazelle#species	Mammal#class
taxongroup	wo:genus	Grants_gazelle#species	Nanger#genus
taxongroup	wo:kingdom	Grants_gazelle#species	Animal#kingdom
taxongroup	wo:order	Grants_gazelle#species	Even-toed_ungulate#order
taxongroup	wo:phylum	Grants_gazelle#species	Chordate#phylum
taxongroup	wo:superorder	Grants_gazelle#species	Cetartiodactyla#superorder
taxongroup	wo:order	Grasshopper_Warbler#species	Passerine#order
taxongroup	wo:class	Grasshopper_Warbler#species	Bird#class
taxongroup	wo:family	Grasshopper_Warbler#species	Megaluridae#family
taxongroup	wo:genus	Grasshopper_Warbler#species	Grass-warbler#genus
taxongroup	wo:kingdom	Grasshopper_Warbler#species	Animal#kingdom
taxongroup	wo:phylum	Grasshopper_Warbler#species	Chordate#phylum
taxongroup	wo:family	Grass_Snake#species	Colubrid#family
taxongroup	wo:class	Grass_Snake#species	Reptile#class
taxongroup	wo:genus	Grass_Snake#species	Natrix#genus
taxongroup	wo:kingdom	Grass_Snake#species	Animal#kingdom
taxongroup	wo:order	Grass_Snake#species	Squamata#order
taxongroup	wo:phylum	Grass_Snake#species	Chordate#phylum
taxongroup	wo:suborder	Grass_Snake#species	Snake#suborder
taxongroup	wo:family	Gray_langur#genus	Old_World_monkey#family
taxongroup	wo:class	Gray_langur#genus	Mammal#class
taxongroup	wo:kingdom	Gray_langur#genus	Animal#kingdom
taxongroup	wo:order	Gray_langur#genus	Primate#order
taxongroup	wo:phylum	Gray_langur#genus	Chordate#phylum
taxongroup	wo:genus	Gray_Mouse_Lemur#species	Mouse_lemur#genus
taxongroup	wo:class	Gray_Mouse_Lemur#species	Mammal#class
taxongroup	wo:family	Gray_Mouse_Lemur#species	Cheirogaleidae#family
taxongroup	wo:infraorder	Gray_Mouse_Lemur#species	Lemur#infraorder
taxongroup	wo:kingdom	Gray_Mouse_Lemur#species	Animal#kingdom
taxongroup	wo:order	Gray_Mouse_Lemur#species	Primate#order
taxongroup	wo:phylum	Gray_Mouse_Lemur#species	Chordate#phylum
taxongroup	wo:family	Gray_Seal#species	Earless_seal#family
taxongroup	wo:class	Gray_Seal#species	Mammal#class
taxongroup	wo:kingdom	Gray_Seal#species	Animal#kingdom
taxongroup	wo:order	Gray_Seal#species	Carnivora#order
taxongroup	wo:phylum	Gray_Seal#species	Chordate#phylum
taxongroup	wo:superfamily	Gray_Seal#species	Pinniped#superfamily
taxongroup	wo:order	Gray_Whale#species	Cetacea#order
taxongroup	wo:class	Gray_Whale#species	Mammal#class
taxongroup	wo:kingdom	Gray_Whale#species	Animal#kingdom
taxongroup	wo:phylum	Gray_Whale#species	Chordate#phylum
taxongroup	wo:superorder	Gray_Whale#species	Cetartiodactyla#superorder
taxongroup	wo:genus	Gray_Wolf#species	Canis#genus
taxongroup	wo:class	Gray_Wolf#species	Mammal#class
taxongroup	wo:family	Gray_Wolf#species	Canidae#family
taxongroup	wo:kingdom	Gray_Wolf#species	Animal#kingdom
taxongroup	wo:order	Gray_Wolf#species	Carnivora#order
taxongroup	wo:phylum	Gray_Wolf#species	Chordate#phylum
taxongroup	wo:genus	Great_Black-backed_Gull#species	Larus#genus
taxongroup	wo:class	Great_Black-backed_Gull#species	Bird#class
taxongroup	wo:family	Great_Black-backed_Gull#species	Gull#family
taxongroup	wo:kingdom	Great_Black-backed_Gull#species	Animal#kingdom
taxongroup	wo:order	Great_Black-backed_Gull#species	Charadriiformes#order
taxongroup	wo:phylum	Great_Black-backed_Gull#species	Chordate#phylum
taxongroup	wo:order	Great_Bustard#species	Gruiformes#order
taxongroup	wo:class	Great_Bustard#species	Bird#class
taxongroup	wo:family	Great_Bustard#species	Bustard#family
taxongroup	wo:genus	Great_Bustard#species	Otis#genus
taxongroup	wo:kingdom	Great_Bustard#species	Animal#kingdom
taxongroup	wo:phylum	Great_Bustard#species	Chordate#phylum
taxongroup	wo:genus	Great_Crested_Grebe#species	Podiceps#genus
taxongroup	wo:class	Great_Crested_Grebe#species	Bird#class
taxongroup	wo:family	Great_Crested_Grebe#species	Grebe#family
taxongroup	wo:kingdom	Great_Crested_Grebe#species	Animal#kingdom
taxongroup	wo:order	Great_Crested_Grebe#species	Podicipediformes#order
taxongroup	wo:phylum	Great_Crested_Grebe#species	Chordate#phylum
taxongroup	wo:family	Great_Crested_Newt#species	Salamandridae#family
taxongroup	wo:class	Great_Crested_Newt#species	Amphibian#class
taxongroup	wo:genus	Great_Crested_Newt#species	Triturus#genus
taxongroup	wo:kingdom	Great_Crested_Newt#species	Animal#kingdom
taxongroup	wo:order	Great_Crested_Newt#species	Salamander#order
taxongroup	wo:phylum	Great_Crested_Newt#species	Chordate#phylum
taxongroup	wo:order	Great_diving_beetle#species	Beetle#order
taxongroup	wo:class	Great_diving_beetle#species	Insect#class
taxongroup	wo:family	Great_diving_beetle#species	Dytiscidae#family
taxongroup	wo:genus	Great_diving_beetle#species	Dytiscus#genus
taxongroup	wo:kingdom	Great_diving_beetle#species	Animal#kingdom
taxongroup	wo:phylum	Great_diving_beetle#species	Arthropod#phylum
taxongroup	wo:order	Greater_Bulldog_Bat#species	Bat#order
taxongroup	wo:class	Greater_Bulldog_Bat#species	Mammal#class
taxongroup	wo:kingdom	Greater_Bulldog_Bat#species	Animal#kingdom
taxongroup	wo:phylum	Greater_Bulldog_Bat#species	Chordate#phylum
taxongroup	wo:genus	Greater_Flamingo#species	Flamingo#genus
taxongroup	wo:class	Greater_Flamingo#species	Bird#class
taxongroup	wo:kingdom	Greater_Flamingo#species	Animal#kingdom
taxongroup	wo:phylum	Greater_Flamingo#species	Chordate#phylum
taxongroup	wo:genus	Great_Grey_Owl#species	Strix_genus#genus
taxongroup	wo:class	Great_Grey_Owl#species	Bird#class
taxongroup	wo:family	Great_Grey_Owl#species	True_owl#family
taxongroup	wo:kingdom	Great_Grey_Owl#species	Animal#kingdom
taxongroup	wo:order	Great_Grey_Owl#species	Owl#order
taxongroup	wo:phylum	Great_Grey_Owl#species	Chordate#phylum
taxongroup	wo:genus	Great_Northern_Loon#species	Loon#genus
taxongroup	wo:class	Great_Northern_Loon#species	Bird#class
taxongroup	wo:kingdom	Great_Northern_Loon#species	Animal#kingdom
taxongroup	wo:phylum	Great_Northern_Loon#species	Chordate#phylum
taxongroup	wo:family	Great_Spotted_Woodpecker#species	Woodpecker#family
taxongroup	wo:class	Great_Spotted_Woodpecker#species	Bird#class
taxongroup	wo:genus	Great_Spotted_Woodpecker#species	Dendrocopos#genus
taxongroup	wo:kingdom	Great_Spotted_Woodpecker#species	Animal#kingdom
taxongroup	wo:order	Great_Spotted_Woodpecker#species	Piciformes#order
taxongroup	wo:phylum	Great_Spotted_Woodpecker#species	Chordate#phylum
taxongroup	wo:family	Great_Tit#species	Tit_bird#family
taxongroup	wo:class	Great_Tit#species	Bird#class
taxongroup	wo:genus	Great_Tit#species	Parus#genus
taxongroup	wo:kingdom	Great_Tit#species	Animal#kingdom
taxongroup	wo:order	Great_Tit#species	Passerine#order
taxongroup	wo:phylum	Great_Tit#species	Chordate#phylum
taxongroup	wo:order	Great_white_shark#species	Lamniformes#order
taxongroup	wo:class	Great_white_shark#species	Chondrichthyes#class
taxongroup	wo:family	Great_white_shark#species	Lamnidae#family
taxongroup	wo:kingdom	Great_white_shark#species	Animal#kingdom
taxongroup	wo:phylum	Great_white_shark#species	Chordate#phylum
taxongroup	wo:superorder	Great_white_shark#species	Shark#superorder
taxongroup	wo:class	Grebe#family	Bird#class
taxongroup	wo:kingdom	Grebe#family	Animal#kingdom
taxongroup	wo:order	Grebe#family	Podicipediformes#order
taxongroup	wo:phylum	Grebe#family	Chordate#phylum
taxongroup	wo:family	Green_sea_turtle#species	Sea_turtle#family
taxongroup	wo:class	Green_sea_turtle#species	Reptile#class
taxongroup	wo:genus	Green_sea_turtle#species	Chelonia#genus
taxongroup	wo:kingdom	Green_sea_turtle#species	Animal#kingdom
taxongroup	wo:order	Green_sea_turtle#species	Turtle#order
taxongroup	wo:phylum	Green_sea_turtle#species	Chordate#phylum
taxongroup	wo:family	Green_Woodpecker#species	Woodpecker#family
taxongroup	wo:class	Green_Woodpecker#species	Bird#class
taxongroup	wo:genus	Green_Woodpecker#species	Picus_biology#genus
taxongroup	wo:kingdom	Green_Woodpecker#species	Animal#kingdom
taxongroup	wo:order	Green_Woodpecker#species	Piciformes#order
taxongroup	wo:phylum	Green_Woodpecker#species	Chordate#phylum
taxongroup	wo:family	Grey-faced_Sengi#species	Elephant_shrew#family
taxongroup	wo:class	Grey-faced_Sengi#species	Mammal#class
taxongroup	wo:genus	Grey-faced_Sengi#species	Rhynchocyon#genus
taxongroup	wo:kingdom	Grey-faced_Sengi#species	Animal#kingdom
taxongroup	wo:order	Grey-faced_Sengi#species	Macroscelidea#order
taxongroup	wo:phylum	Grey-faced_Sengi#species	Chordate#phylum
taxongroup	wo:family	Grey_Heron#species	Heron#family
taxongroup	wo:class	Grey_Heron#species	Bird#class
taxongroup	wo:genus	Grey_Heron#species	Ardea_genus#genus
taxongroup	wo:kingdom	Grey_Heron#species	Animal#kingdom
taxongroup	wo:order	Grey_Heron#species	Ciconiiformes#order
taxongroup	wo:phylum	Grey_Heron#species	Chordate#phylum
taxongroup	wo:genus	Grey_Wagtail#species	Motacilla#genus
taxongroup	wo:class	Grey_Wagtail#species	Bird#class
taxongroup	wo:family	Grey_Wagtail#species	Motacillidae#family
taxongroup	wo:kingdom	Grey_Wagtail#species	Animal#kingdom
taxongroup	wo:order	Grey_Wagtail#species	Passerine#order
taxongroup	wo:phylum	Grey_Wagtail#species	Chordate#phylum
taxongroup	wo:class	Grimpoteuthis#genus	Cephalopod#class
taxongroup	wo:family	Grimpoteuthis#genus	Umbrella_octopus#family
taxongroup	wo:kingdom	Grimpoteuthis#genus	Animal#kingdom
taxongroup	wo:order	Grimpoteuthis#genus	Octopus#order
taxongroup	wo:phylum	Grimpoteuthis#genus	Mollusca#phylum
taxongroup	wo:class	Ground_beetle#family	Insect#class
taxongroup	wo:kingdom	Ground_beetle#family	Animal#kingdom
taxongroup	wo:order	Ground_beetle#family	Beetle#order
taxongroup	wo:phylum	Ground_beetle#family	Arthropod#phylum
taxongroup	wo:class	Gruiformes#order	Bird#class
taxongroup	wo:kingdom	Gruiformes#order	Animal#kingdom
taxongroup	wo:phylum	Gruiformes#order	Chordate#phylum
taxongroup	wo:family	Grus_genus#genus	Crane_bird#family
taxongroup	wo:class	Grus_genus#genus	Bird#class
taxongroup	wo:kingdom	Grus_genus#genus	Animal#kingdom
taxongroup	wo:order	Grus_genus#genus	Gruiformes#order
taxongroup	wo:phylum	Grus_genus#genus	Chordate#phylum
taxongroup	wo:family	Guanaco#species	Camelid#family
taxongroup	wo:class	Guanaco#species	Mammal#class
taxongroup	wo:genus	Guanaco#species	Lama_genus#genus
taxongroup	wo:kingdom	Guanaco#species	Animal#kingdom
taxongroup	wo:order	Guanaco#species	Even-toed_ungulate#order
taxongroup	wo:phylum	Guanaco#species	Chordate#phylum
taxongroup	wo:superorder	Guanaco#species	Cetartiodactyla#superorder
taxongroup	wo:class	Gull#family	Bird#class
taxongroup	wo:kingdom	Gull#family	Animal#kingdom
taxongroup	wo:order	Gull#family	Charadriiformes#order
taxongroup	wo:phylum	Gull#family	Chordate#phylum
taxongroup	wo:genus	Gunnisons_Prairie_Dog#species	Prairie_dog#genus
taxongroup	wo:class	Gunnisons_Prairie_Dog#species	Mammal#class
taxongroup	wo:family	Gunnisons_Prairie_Dog#species	Sciuridae#family
taxongroup	wo:kingdom	Gunnisons_Prairie_Dog#species	Animal#kingdom
taxongroup	wo:order	Gunnisons_Prairie_Dog#species	Rodent#order
taxongroup	wo:phylum	Gunnisons_Prairie_Dog#species	Chordate#phylum
taxongroup	wo:family	Haasts_Eagle#species	Accipitridae#family
taxongroup	wo:class	Haasts_Eagle#species	Bird#class
taxongroup	wo:genus	Haasts_Eagle#species	Harpagornis#genus
taxongroup	wo:kingdom	Haasts_Eagle#species	Animal#kingdom
taxongroup	wo:order	Haasts_Eagle#species	Falconiformes#order
taxongroup	wo:phylum	Haasts_Eagle#species	Chordate#phylum
taxongroup	wo:class	Hadrosaurid#family	Reptile#class
taxongroup	wo:infraorder	Hadrosaurid#family	Ornithopod#infraorder
taxongroup	wo:kingdom	Hadrosaurid#family	Animal#kingdom
taxongroup	wo:order	Hadrosaurid#family	Ornithischia#order
taxongroup	wo:phylum	Hadrosaurid#family	Chordate#phylum
taxongroup	wo:suborder	Hadrosaurid#family	Cerapoda#suborder
taxongroup	wo:superorder	Hadrosaurid#family	Dinosaur#superorder
taxongroup	wo:genus	Hamadryas_Baboon#species	Baboon#genus
taxongroup	wo:class	Hamadryas_Baboon#species	Mammal#class
taxongroup	wo:family	Hamadryas_Baboon#species	Old_World_monkey#family
taxongroup	wo:kingdom	Hamadryas_Baboon#species	Animal#kingdom
taxongroup	wo:order	Hamadryas_Baboon#species	Primate#order
taxongroup	wo:phylum	Hamadryas_Baboon#species	Chordate#phylum
taxongroup	wo:class	Hammerhead_shark#genus	Chondrichthyes#class
taxongroup	wo:kingdom	Hammerhead_shark#genus	Animal#kingdom
taxongroup	wo:order	Hammerhead_shark#genus	Carcharhiniformes#order
taxongroup	wo:phylum	Hammerhead_shark#genus	Chordate#phylum
taxongroup	wo:superorder	Hammerhead_shark#genus	Shark#superorder
taxongroup	wo:family	Harbor_Seal#species	Earless_seal#family
taxongroup	wo:class	Harbor_Seal#species	Mammal#class
taxongroup	wo:kingdom	Harbor_Seal#species	Animal#kingdom
taxongroup	wo:order	Harbor_Seal#species	Carnivora#order
taxongroup	wo:phylum	Harbor_Seal#species	Chordate#phylum
taxongroup	wo:superfamily	Harbor_Seal#species	Pinniped#superfamily
taxongroup	wo:order	Harbour_porpoise#species	Cetacea#order
taxongroup	wo:class	Harbour_porpoise#species	Mammal#class
taxongroup	wo:family	Harbour_porpoise#species	Porpoise#family
taxongroup	wo:genus	Harbour_porpoise#species	Phocoena#genus
taxongroup	wo:kingdom	Harbour_porpoise#species	Animal#kingdom
taxongroup	wo:phylum	Harbour_porpoise#species	Chordate#phylum
taxongroup	wo:superorder	Harbour_porpoise#species	Cetartiodactyla#superorder
taxongroup	wo:family	Hare#genus	Leporidae#family
taxongroup	wo:class	Hare#genus	Mammal#class
taxongroup	wo:kingdom	Hare#genus	Animal#kingdom
taxongroup	wo:order	Hare#genus	Lagomorpha#order
taxongroup	wo:phylum	Hare#genus	Chordate#phylum
taxongroup	wo:family	Harmonia_axyridis#species	Coccinellidae#family
taxongroup	wo:class	Harmonia_axyridis#species	Insect#class
taxongroup	wo:kingdom	Harmonia_axyridis#species	Animal#kingdom
taxongroup	wo:order	Harmonia_axyridis#species	Beetle#order
taxongroup	wo:phylum	Harmonia_axyridis#species	Arthropod#phylum
taxongroup	wo:family	Harpy_Eagle#species	Accipitridae#family
taxongroup	wo:class	Harpy_Eagle#species	Bird#class
taxongroup	wo:genus	Harpy_Eagle#species	Harpia#genus
